genre	count
emo	0.0905660377358
pop punk	0.150943396226
alternative emo	0.0188679245283
metalcore	0.0264150943396
melodic metalcore	0.011320754717
rap metal	0.011320754717
screamo	0.0528301886792
pop emo	0.00754716981132
pixie	0.00754716981132
melodic hardcore	0.0528301886792
punk	0.0905660377358
ska punk	0.0566037735849
skate punk	0.0981132075472
post-hardcore	0.0377358490566
pop rock	0.0490566037736
post-grunge	0.0415094339623
alternative metal	0.0339622641509
punk christmas	0.0377358490566
ska	0.0301886792453
