genre,count
emo,0.0529531568228
pop punk,0.071283095723
alternative emo,0.020366598778
metalcore,0.061099796334
melodic metalcore,0.0285132382892
rap metal,0.0346232179226
screamo,0.0875763747454
pop emo,0.030549898167
pixie,0.071283095723
melodic hardcore,0.0122199592668
punk,0.0122199592668
ska punk,0.0040733197556
skate punk,0.0122199592668
post-hardcore,0.010183299389
pop rock,0.020366598778
post-grunge,0.0081466395112
alternative metal,0.0122199592668
punk christmas,0.0162932790224
ska,0.0061099796334
