genre,count
emo,0.0892307692308
pop punk,0.113846153846
alternative emo,0.0123076923077
metalcore,0.0307692307692
melodic metalcore,0.0184615384615
rap metal,0.00307692307692
screamo,0.0707692307692
pop emo,0.00307692307692
pixie,0.0123076923077
melodic hardcore,0.0338461538462
punk,0.0615384615385
ska punk,0.0369230769231
skate punk,0.0553846153846
post-hardcore,0.0338461538462
pop rock,0.0276923076923
post-grunge,0.0338461538462
alternative metal,0.0215384615385
punk christmas,0.0307692307692
ska,0.0215384615385
