genre	count
emo	0.0648379052369
pop punk	0.0872817955112
alternative emo	0.0249376558603
metalcore	0.074812967581
melodic metalcore	0.0349127182045
rap metal	0.0423940149626
screamo	0.1072319202
pop emo	0.0374064837905
pixie	0.0872817955112
melodic hardcore	0.0149625935162
punk	0.0149625935162
ska punk	0.00498753117207
skate punk	0.0149625935162
post-hardcore	0.0124688279302
pop rock	0.0249376558603
post-grunge	0.00997506234414
alternative metal	0.0149625935162
punk christmas	0.0199501246883
ska	0.0074812967581
