genre	count
emo	0.0459081836327
pop punk	0.0658682634731
alternative emo	0.0259481037924
metalcore	0.0499001996008
melodic metalcore	0.0279441117764
rap metal	0.0219560878244
screamo	0.0698602794411
pop emo	0.0199600798403
pixie	0.0479041916168
melodic hardcore	0.0219560878244
punk	0.0119760479042
ska punk	0.00399201596806
skate punk	0.00998003992016
post-hardcore	0.0139720558882
pop rock	0.0119760479042
post-grunge	0.00998003992016
alternative metal	0.00998003992016
punk christmas	0.0159680638723
ska	0.00199600798403
