genre	count
emo	0.0570264765784
pop punk	0.0835030549898
alternative emo	0.0183299389002
metalcore	0.0651731160896
melodic metalcore	0.0285132382892
rap metal	0.0224032586558
screamo	0.0855397148676
pop emo	0.0325865580448
pixie	0.0733197556008
melodic hardcore	0.0162932790224
punk	0.0142566191446
ska punk	0.010183299389
skate punk	0.0142566191446
post-hardcore	0.010183299389
pop rock	0.020366598778
post-grunge	0.0122199592668
alternative metal	0.0122199592668
punk christmas	0.0264765784114
ska	0.010183299389
