genre,count
emo,0.0546318289786
pop punk,0.0736342042755
alternative emo,0.0142517814727
metalcore,0.0403800475059
melodic metalcore,0.0237529691211
rap metal,0.0261282660333
screamo,0.0522565320665
pop emo,0.0308788598575
pixie,0.0380047505938
melodic hardcore,0.0166270783848
punk,0.0237529691211
ska punk,0.0142517814727
skate punk,0.0237529691211
post-hardcore,0.00475059382423
pop rock,0.0142517814727
post-grunge,0.0118764845606
alternative metal,0.0142517814727
punk christmas,0.021377672209
ska,0.00950118764846
