genre	count
emo	0.0527704485488
pop punk	0.0923482849604
alternative emo	0.00791556728232
metalcore	0.0369393139842
melodic metalcore	0.0105540897098
rap metal	0.0105540897098
screamo	0.0474934036939
pop emo	0.0263852242744
pixie	0.0343007915567
melodic hardcore	0.0263852242744
punk	0.0369393139842
ska punk	0.0211081794195
skate punk	0.0369393139842
post-hardcore	0.0131926121372
pop rock	0.0158311345646
post-grunge	0.0131926121372
alternative metal	0.00791556728232
punk christmas	0.0290237467018
ska	0.0184696569921
