genre	count
emo	0.0497737556561
pop punk	0.0814479638009
alternative emo	0.0407239819005
metalcore	0.0588235294118
melodic metalcore	0.0203619909502
rap metal	0.0294117647059
screamo	0.0837104072398
pop emo	0.0361990950226
pixie	0.0995475113122
melodic hardcore	0.0158371040724
punk	0.00452488687783
ska punk	0.00226244343891
skate punk	0.0113122171946
post-hardcore	0.0113122171946
pop rock	0.00452488687783
post-grunge	0.00226244343891
alternative metal	0.00678733031674
punk christmas	0.00904977375566
ska	0.00226244343891
