genre,count
emo,0.0538116591928
pop punk,0.0717488789238
alternative emo,0.0104633781764
metalcore,0.0418535127055
melodic metalcore,0.0269058295964
rap metal,0.0119581464873
screamo,0.0627802690583
pop emo,0.0239162929746
pixie,0.0224215246637
melodic hardcore,0.0224215246637
punk,0.0313901345291
ska punk,0.0209267563528
skate punk,0.034379671151
post-hardcore,0.0254110612855
pop rock,0.0209267563528
post-grunge,0.0149476831091
alternative metal,0.0224215246637
punk christmas,0.0358744394619
ska,0.0104633781764
