genre,count
emo,0.0600600600601
pop punk,0.105105105105
alternative emo,0.00900900900901
metalcore,0.042042042042
melodic metalcore,0.012012012012
rap metal,0.012012012012
screamo,0.0540540540541
pop emo,0.03003003003
pixie,0.039039039039
melodic hardcore,0.03003003003
punk,0.042042042042
ska punk,0.024024024024
skate punk,0.042042042042
post-hardcore,0.015015015015
pop rock,0.018018018018
post-grunge,0.015015015015
alternative metal,0.00900900900901
punk christmas,0.033033033033
ska,0.021021021021
