genre	count
emo	0.0522522522523
pop punk	0.0666666666667
alternative emo	0.00720720720721
metalcore	0.018018018018
melodic metalcore	0.0108108108108
rap metal	0.0018018018018
screamo	0.0414414414414
pop emo	0.0018018018018
pixie	0.00720720720721
melodic hardcore	0.0198198198198
punk	0.036036036036
ska punk	0.0216216216216
skate punk	0.0324324324324
post-hardcore	0.0198198198198
pop rock	0.0162162162162
post-grunge	0.0198198198198
alternative metal	0.0126126126126
punk christmas	0.018018018018
ska	0.0126126126126
