genre,count
emo,0.066852367688
pop punk,0.111420612813
alternative emo,0.0139275766017
metalcore,0.0194986072423
melodic metalcore,0.008356545961
rap metal,0.008356545961
screamo,0.0389972144847
pop emo,0.00557103064067
pixie,0.00557103064067
melodic hardcore,0.0389972144847
punk,0.066852367688
ska punk,0.041782729805
skate punk,0.0724233983287
post-hardcore,0.0278551532033
pop rock,0.0362116991643
post-grunge,0.0306406685237
alternative metal,0.025069637883
punk christmas,0.0278551532033
ska,0.0222841225627
